player_name,country,tour,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Higgo, Garrick",0,0,15,0,0.001,0,46,36,0.249451944,-0.119826389,-0.363485,-0.279221389,-0.762532778,-0.59997087
"Coody, Pierceson",0,0,14,0,0.003,0,41,30,0.505569,-0.273578333,-0.515893667,-0.223613333,-1.013085333,-0.60435561
"Donald, Luke",#N/A,#N/A,7,0,0,0,22,22,0.430863182,0.091655909,-0.039602727,-1.091773636,-1.039720455,-0.608856364
"Semikawa, Taiga",0,0,11,0,0,0,39,14,-0.106093571,-0.226829286,-0.240532857,0.522767857,0.055405714,-0.624951538
"Haas, Bill",#N/A,#N/A,6,0,0,0,17,5,-0.63408,0.668142,-0.876484,-0.39891,-0.607252,-0.630284706
"Endycott, Harrison",0,0,13,0,0,0,40,28,0.084077857,-0.062673214,-0.63388,-0.371495714,-1.068048929,-0.63430075
"Highsmith, Joe",0,0,13,0,0,0,36,27,-0.556804444,0.088207407,-0.333162593,-0.374456667,-0.619411852,-0.634621389
"Spaun, J.J.",0,0,14,0,0,0,37,35,-0.372822,-0.119177143,0.200093714,-0.310911429,-0.229994857,-0.651550811
"Green, Gavin",0,0,17,0,0.001,0,53,14,-0.045378571,-0.640196429,-0.702163571,-0.144709286,-1.487069286,-0.662921698
"NeSmith, Matthew",0,0,15,0,0.001,0,44,37,-0.367143784,-0.075866757,-0.393275405,0.044796486,-0.424345676,-0.673606591
"Clements, Todd",0,0,11,0,0,0,35,24,-0.285458333,-0.285504167,0.374332917,0.078217917,0.167046667,-0.674034571
"Sharma, Shubhankar",0,0,13,0,0,0,45,18,-0.182916667,-0.261490556,0.944914444,-0.780282778,-0.096858889,-0.676829111
"Horsfield, Sam",0,0,9,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.680260714
"Zanotti, Fabrizio",0,0,10,0,0,0,33,20,-1.2742895,0.3991225,-0.2170335,0.0296845,0.2117735,-0.680329697
"De Jager, Louis",0,0,18,0,0,0,61,20,0.2145825,-0.179826,-0.9863315,-0.4144355,-1.580593,-0.698960164
"Vincent, Kieran",0,0,12,1,0,0,40,0,-9999,-9999,-9999,-9999,-9999,-0.71626325
"Alexander, Tyson",0,0,15,0,0.001,0,46,38,0.548698421,0.045044737,-0.363906579,-0.484253684,-0.803115526,-0.718709783
"Winther, Jeff",0,0,14,0,0.001,0,45,20,0.5822415,-0.0224815,-0.5300365,-1.201541,-1.754059,-0.719688222
"Fishburn, Patrick",0,0,12,0,0,0,31,19,-0.087608421,-0.671378947,-0.600345789,0.401016842,-0.870707895,-0.721175806
"Champ, Cameron",0,0,12,0,0,0,31,26,0.237990769,-0.597556154,-1.059249231,0.824557308,-0.832248077,-0.740635484
"Norris, Shaun",0,0,14,0,0.002,0,48,0,-9999,-9999,-9999,-9999,-9999,-0.743494167
"Hoey, Rico",0,0,14,0,0,0,39,26,-1.206669615,-0.325778846,-0.106240769,0.672804615,0.240785,-0.74462641
"Cabrera Bello, Rafa",0,0,15,0,0.001,0,45,20,-0.0175825,0.287728,-0.1761115,-0.1414415,-0.029825,-0.752778667
"Samooja, Kalle",0,0,13,0,0,0,40,6,0.34065,-0.969311667,-0.646401667,-0.238486667,-1.8542,-0.76229
"Jarvis, Casey",0,0,19,0,0,0,69,18,-0.741178333,-0.429218889,-0.160943889,-0.392834444,-0.982997222,-0.766773478
"Kizzire, Patton",0,0,12,0,0,0,32,22,-0.265758182,-0.496018636,0.567618636,-0.167449545,-0.095849545,-0.77949
"Stenson, Henrik",0,0,9,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.789212143
"Bekker, Oliver",0,0,17,0,0,0,58,0,-9999,-9999,-9999,-9999,-9999,-0.792003448
"Nicholas, James",#N/A,#N/A,9,0,0,0,30,12,0.889655833,-0.3083525,-0.447309167,-0.42832,-1.183981667,-0.814862667
"Buckley, Hayden",0,0,15,0,0.003,0,42,35,-0.007385143,-0.10684,-0.504600857,0.009941143,-0.601499714,-0.822707381
"Bae, Sangmoon",#N/A,#N/A,5,0,0,0,16,0,-9999,-9999,-9999,-9999,-9999,-0.824420625
"Saddier, Adrien",0,0,14,0,0,0,43,12,-1.158659167,0.271616667,-0.0081925,-0.68314,-0.419715833,-0.853436744
"Palmer, Ryan",0,0,11,0,0,0,33,27,-0.333028148,-0.07080037,-0.608917037,0.16671,-0.513007407,-0.853775758
"Smotherman, Austin",0,0,11,0,0,0,38,14,-0.703720714,0.056290714,-0.315773571,-0.205819286,-0.465302143,-0.853873421
"Crocker, Sean",0,0,11,0,0.002,0,34,24,-0.509857083,-0.429174583,0.6835875,0.0644225,0.318835417,-0.864469706
"Bradbury, Dan",0,0,14,0,0.001,0,37,16,-2.23803875,-0.0324575,0.716320625,0.412,1.095863125,-0.867435135
"Nienaber, Wilco",0,0,17,0,0,0,58,2,-3.20362,-0.559825,0.546335,0.83247,0.81898,-0.89541569
"Wu, Ashun",0,0,16,0,0,0,49,20,-0.2058955,-0.150574,-0.444967,-0.6971215,-1.2926625,-0.900936122
"Frittelli, Dylan",0,0,16,1,0.012,0,51,20,-0.348416,0.088537,-0.0586955,-0.1016015,-0.07176,-0.905554706
"Penge, Marco",0,0,15,0,0,0,39,14,0.146517143,-0.072928571,-1.082027857,-0.146218571,-1.301175,-0.911045128
"Suh, Justin",0,0,15,0,0,0,39,32,0.559487812,-0.514175938,-0.747035313,-0.149773125,-1.410984375,-0.919977436
"Hidalgo, Angel",0,0,16,0,0.001,0,52,18,-0.223519444,-0.10557,-0.738349444,0.327263333,-0.516656111,-0.921150385
"Tarrio Ben, Santiago",0,0,16,0,0,0,53,22,0.032372273,-0.230248636,-0.283115,-0.413999091,-0.927362727,-0.923495849
"Yuan, Carl",0,0,15,0,0.028,0,39,34,-0.847727941,0.19789,-0.392135882,0.314359706,0.120113824,-0.924918462
"Scrivener, Jason",0,0,14,0,0,0,45,20,-0.0588585,-0.3304175,-0.5163035,-0.2069355,-1.0536565,-0.932256889
"Siem, Marcel",0,0,8,0,0,0,28,20,0.250148,-0.3102105,-0.8074155,-0.3145305,-1.4321565,-0.937399286
"Gutierrez, Ivan Cantero",0,0,15,0,0,0,43,12,-0.699739167,-0.182665833,-0.472563333,0.1080775,-0.547151667,-0.942777442
"Varner III, Harold",0,0,9,0,0,0,26,0,-9999,-9999,-9999,-9999,-9999,-0.943817692
"Brown, Daniel",0,0,11,0,0,0,36,16,-1.14179375,-1.294958125,0.01815,0.235204375,-1.04160375,-0.945876944
"Furr, Wilson",0,0,11,0,0,0,28,20,-0.202589,0.3140505,-0.6506195,-0.5364145,-0.8729835,-0.94588
"Gordon, Will",#N/A,#N/A,5,0,0,0,14,9,0.46298,-0.11552,-0.152925556,-0.466672222,-0.735117778,-0.946215
"Whitney, Tom",0,0,13,0,0,0,39,27,-0.431765185,-0.624745556,-0.068858519,0.229847407,-0.463756667,-0.957116154
"Vaillant, Tom",0,0,12,0,0,0,35,16,-0.34376625,0.008221875,-0.69487875,0.517329375,-0.1693275,-0.970526857
"Sloan, Roger",0,0,11,0,0,0,31,22,-0.07354,0.646093182,-0.529139091,-0.37196,-0.255005909,-0.977952581
"Sordet, Clement",0,0,15,0,0,0,41,14,-0.548168571,0.131240714,-0.301675,-0.438657143,-0.609091429,-0.982370244
"Fichardt, Darren",0,0,15,0,0.005,0,47,14,-0.712825,-0.733634286,-0.515523571,-0.316832857,-1.565990714,-0.992952979
"Galletti, Nicolo",#N/A,#N/A,7,0,0,0,22,8,-0.7752925,-0.03060125,-0.69312375,-0.5847375,-1.3084625,-0.997987727
"Trainer, Martin",0,0,15,0,0,0,42,20,0.220068,-0.072294,-0.81375,-0.4205435,-1.3065875,-1.004675
"Dean, Joe",#N/A,#N/A,8,0,0,0,26,8,0.0630275,-0.26846875,-0.77832375,0.39228375,-0.65450875,-1.019322692
"Piercy, Scott",#N/A,#N/A,10,0,0,0,32,10,-0.956614,0.236131,0.270458,-0.036487,0.470102,-1.02277375
"Laporta, Francesco",0,0,14,0,0,0,50,16,-0.69831625,-0.112746875,-0.303184375,-0.40661875,-0.82255,-1.0234136
"Huizing, Daan",0,0,12,0,0,0,41,22,0.469544091,-0.240279091,-0.313205455,-0.120131818,-0.673616364,-1.032303415
"Morrison, James",0,0,15,0,0,0,53,20,0.724535,0.036408,-0.7388025,-0.542451,-1.2448455,-1.045330566
"McCormick, Ryan",0,0,13,0,0.001,0,39,24,0.220367083,-0.07210375,-0.147343333,-0.55865375,-0.778100833,-1.047174103
"Ramsay, Richie",0,0,12,0,0,0,43,24,-0.635315,-0.039923333,-0.039130833,-0.2075525,-0.286606667,-1.04825093
"Pavan, Andrea",0,0,17,0,0,0,51,18,-0.406865556,0.001866667,-0.30215,-0.625007222,-0.925290556,-1.04880451
"Watson, Bubba",0,0,9,0,0,0,26,2,-1.271125,-1.081485,-1.150375,1.330255,-0.901605,-1.051885385
"Donaldson, Jamie",0,0,11,0,0,0,36,16,0.8007175,-0.601359375,-0.990719375,-0.42082375,-2.0129025,-1.054221389
"Dumont de Chassart, Adrien",0,0,15,0,0,0,47,36,-0.2261125,-0.366101389,-0.640177222,-0.307881111,-1.314159722,-1.056921064
"Long, Adam",0,0,11,0,0,0,33,12,-0.460920833,0.293731667,-0.329425,-1.041454167,-1.0771475,-1.059212727
"Fisher, Ross",0,0,14,0,0,0,43,20,-1.162123,-0.126812,0.212517,0.273175,0.35888,-1.066807209
"Stone, Brandon",0,0,17,0,0.001,0,47,14,0.072773571,-0.412894286,-0.249455714,-0.213837857,-0.876187857,-1.092868723
"Poulter, Ian",0,0,9,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-1.09821
"Whitnell, Dale",0,0,13,0,0,0,44,20,-0.2663555,0.1567935,-0.1393415,-0.8910545,-0.8736025,-1.099757273
"Van Tonder, Daniel",0,0,18,0,0,0,59,0,-9999,-9999,-9999,-9999,-9999,-1.11627339
"Schwab, Matthias",0,0,15,0,0,0,47,12,-1.303496667,-0.3874525,-1.152970833,-0.79026,-2.330683333,-1.126170426
"Mickelson, Phil",0,0,10,0,0,0,30,6,0.837243333,-0.415856667,0.56314,-1.312141667,-1.164858333,-1.132309
"Schneider, Marcel",0,0,13,0,0,0,40,16,-0.362265,-0.165805,-0.5685025,-0.85748,-1.5917875,-1.137524
"Von Dellingshausen, Nicolai",#N/A,#N/A,11,0,0,0,40,12,0.222226667,-0.502310833,-0.549200833,-0.048374167,-1.099885833,-1.146467
"Grace, Branden",0,0,10,0,0,0,30,0,-9999,-9999,-9999,-9999,-9999,-1.146947333
"Baldwin, Matthew",0,0,16,0,0,0,50,22,-0.666885,-0.432670909,0.243679545,-0.084974545,-0.273965909,-1.1528516
"Armitage, Marcus",0,0,13,0,0,0,39,20,-1.322309,-0.1637625,0.3736835,-0.5768365,-0.3669155,-1.154834872
"Chappell, Kevin",0,0,12,0,0,0,34,22,-0.187623636,0.136335,-0.983394545,-0.217203182,-1.064262727,-1.154955294
"Ko, Jeong Weon",0,0,17,0,0.001,0,57,24,-0.72076375,0.1949075,-0.79560625,0.130244167,-0.470454583,-1.156401754
"Chacarra, Eugenio",0,0,11,0,0,0,32,0,-9999,-9999,-9999,-9999,-9999,-1.15850625
"Lipsky, David",0,0,15,0,0.001,0,39,34,-0.713943235,-0.026628529,0.104881471,-0.381257647,-0.303004706,-1.185557436
"Law, David",0,0,15,0,0,0,41,14,-0.309727857,0.021297857,-1.110122143,0.080388571,-1.008435714,-1.185877317
"Prinsloo, Jaco",0,0,16,0,0,0,48,15,0.068107333,-0.339499333,-0.52836,-0.103642667,-0.971502,-1.199188958
"Micheluzzi, David",0,0,12,0,0,0,37,14,-0.031542857,-0.107522857,-1.18577,-0.453982143,-1.747275,-1.210172162
"Ogletree, Andy",0,0,11,0,0.001,0,34,2,-0.459365,-0.997715,-2.035655,0.514365,-2.519005,-1.229441471
"Forrest, Grant",0,0,12,0,0,0,37,20,-0.3997135,-0.2144815,-0.682219,0.1736775,-0.723023,-1.232492973
"Garcia Rodriguez, Sebastian",0,0,12,0,0,0,32,21,0.494373333,-0.033365238,-0.362854286,-0.197787619,-0.594007143,-1.237408438
"Kieffer, Maximilian",0,0,13,0,0,0,40,24,0.137575,-0.4205425,-0.342236667,-0.0431325,-0.805911667,-1.23911625
"Porteous, Garrick",0,0,12,1,0,0,42,10,1.418134,-0.527454,-0.84756,0.113652,-1.261362,-1.254543333
"Norrman, Vincent",0,0,14,0,0,0,44,39,-0.990751282,-0.311797692,-0.360396667,0.283348205,-0.388846154,-1.255280227
"Lorenzo-Vera, Michael",0,0,11,0,0,0,32,18,0.637051667,-0.236637222,-0.240077222,-0.284457222,-0.761171667,-1.257071563
"Ravetto, David",0,0,15,1,0.001,0,44,6,-1.428778333,-0.947705,-2.177251667,0.448361667,-2.676595,-1.323279545
"Brun, Julien",0,0,11,0,0,0,34,14,0.526541429,0.094560714,-0.98178,-1.507341429,-2.394560714,-1.336187059
"Davidson, Jack",0,0,12,0,0,0,34,12,-0.289210833,0.176695,0.202696667,-0.368881667,0.01051,-1.336384412
"Molinari, Edoardo",0,0,13,0,0,0,37,14,-0.914717857,0.040805,-0.200897143,-0.547317857,-0.70741,-1.344112703
"Hillier, Daniel",0,0,14,0,0,0,44,20,-0.45136,-1.037409,-0.01079,0.3436915,-0.7045075,-1.346893864
"Perez, Pat",0,0,9,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-1.34821
"Follet-Smith, Benjamin",0,0,18,0,0,0,58,0,-9999,-9999,-9999,-9999,-9999,-1.349256897
"Schott, Frederik",0,0,15,0,0,0,41,12,-1.490284167,-0.413079167,-0.321535,0.12922,-0.605394167,-1.362513171
"Strydom, Ockie",0,0,13,0,0,0,38,20,0.1110785,-0.5204625,-0.532609,0.227435,-0.8256365,-1.366176053
"Rottluff, Max",0,0,13,0,0,0,36,16,-0.71233375,-0.167989375,-0.16851625,-0.097026875,-0.4335325,-1.3679025
"Barron, Haydn",0,0,12,0,0,0,34,12,0.131875,0.018548333,-0.346218333,-0.319665,-0.647335,-1.374074706
"Westwood, Lee",0,0,8,0,0,0,24,0,-9999,-9999,-9999,-9999,-9999,-1.37514875
"Hahn, James",#N/A,#N/A,7,0,0,0,21,12,0.373801667,-0.372398333,-0.849225,-0.3318,-1.553423333,-1.377944286
"Besard, Matthis",0,0,13,0,0,0,36,16,-0.401671875,-0.02210125,0.28008875,-0.444888125,-0.186900625,-1.3924225
"Helligkilde, Marcus",0,0,10,0,0,0,34,22,-0.766418636,-0.315195,-0.326376364,-0.262112727,-0.903684091,-1.394040588
"Tarren, Callum",0,0,15,0,0,0,39,32,-0.53849125,-0.306696875,-0.46707625,-0.338603125,-1.11237625,-1.414906667
"Kozuma, Jinichiro",0,0,12,0,0,0,36,0,-9999,-9999,-9999,-9999,-9999,-1.417360833
"Garcia-Heredia, Alfredo",0,0,9,0,0,0,28,8,-0.3675,-1.024785,-0.9632275,0.26572875,-1.72228375,-1.420666071
"Kawamura, Masahiro",0,0,12,0,0.001,0,38,20,-0.22813,-0.2082875,-0.61125,-0.3490605,-1.168598,-1.426385263
"Scalise, Lorenzo Filipo",0,0,16,0,0,0,51,16,-0.867310625,-0.395474375,-0.42457125,-0.44168375,-1.261729375,-1.431241961
"Kennedy, Frank",#N/A,#N/A,10,0,0,0,30,4,-2.3137875,0.337725,-1.6169875,0.12731,-1.1519525,-1.439525
"Moolman, Pieter",0,0,15,0,0,0,44,6,-0.529105,0.20867,-0.77299,-1.345281667,-1.909601667,-1.471337955
"Johnston, Andrew",#N/A,#N/A,4,0,0,0,11,2,-0.450495,-0.46489,-1.031985,0.71287,-0.784005,-1.472851818
"Nemecz, Lukas",0,0,14,0,0,0,40,18,-0.379604444,-0.892106111,-0.496196111,0.032677222,-1.355625,-1.4840785
"Arnaus, Adri",0,0,14,0,0,0,38,16,-0.337715625,-0.271598125,-0.26730125,-0.953059375,-1.49195875,-1.490728158
"Jones, Sam",0,0,12,0,0,0,34,14,0.240348571,-0.824662857,-0.677894286,0.030225,-1.472332143,-1.492072059
"Southgate, Matthew",0,0,16,0,0,0,50,22,-0.582583636,-0.229983636,-0.906914091,0.225365455,-0.911532273,-1.5017002
"Wilson, Andrew",#N/A,#N/A,12,0,0,0,35,14,-0.828808571,-0.471915,0.05844,0.221913571,-0.191561429,-1.507478286
"Lewis, Tom",0,0,12,0,0,0,38,16,-1.152516875,-0.698245625,0.076670625,0.06051875,-0.56105625,-1.517299737
"Villegas, Camilo",0,0,14,0,0,0,35,30,-0.327457667,-0.033949667,-0.459392,-0.983882667,-1.477224333,-1.539864857
"Bachem, Nick",0,0,13,0,0,0,38,20,-0.1941295,0.0261195,-1.182282,-0.1996775,-1.35584,-1.546598158
"Gumberg, Jordan",0,0,15,1,0.004,0,42,8,-1.02943875,-0.118365,-0.9937775,0.71844875,-0.39369375,-1.559112857
"Block, Michael",#N/A,#N/A,5,0,0,0,13,5,-0.265828,-1.126742,-0.952874,-0.70729,-2.786906,-1.623672308
"Pepperell, Eddie",0,0,11,0,0,0,32,20,0.0173815,0.171713,-0.3247475,-1.084808,-1.2378425,-1.635740625
"Friedrichsen, Sebastian",0,0,16,0,0,0,47,16,0.08541875,-0.6885875,-0.6172625,-0.19315625,-1.49900625,-1.639550638
"Kinhult, Marcus",0,0,11,0,0,0,29,10,-0.291645,-0.026655,-1.149939,-0.745879,-1.922473,-1.647921724
"Shattuck, Braden",#N/A,#N/A,4,0,0,0,10,8,1.4278425,-0.33713125,-1.92432125,-0.7352725,-2.996725,-1.655698
"Johannessen, Kristian Krogh",0,0,9,0,0,0,24,12,-0.109621667,-0.139961667,-2.019935,-0.547464167,-2.707360833,-1.676336667
"Forsstrom, Simon",0,0,11,0,0,0,29,17,-0.647501176,-0.510263529,-0.482460588,-0.279376471,-1.272100588,-1.681552069
"Gouveia, Ricardo",0,0,14,0,0,0,40,17,-0.704315882,-0.124478235,-0.331651176,-0.599261765,-1.055391176,-1.75859
"Paratore, Renato",0,0,12,0,0,0,30,8,-0.4596875,-0.374315,-2.1915775,-0.29247125,-2.85836375,-1.783627
"Vorster, Martin",0,0,15,0,0,0,42,0,-9999,-9999,-9999,-9999,-9999,-1.804083333
"Lindheim, Nicholas",0,0,9,0,0,0,19,13,-0.945572308,-0.67251,-0.382536154,-0.20631,-1.261356154,-1.837406842
"Gligic, Michael",#N/A,#N/A,4,0,0,0,10,4,-0.4308725,0.298555,-0.66597,-1.6231075,-1.9905225,-1.851737
"Lee, Danny",0,0,10,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-1.856351071
"Dantorp, Jens",0,0,14,0,0,0,44,20,-0.0145545,-0.3694755,-1.821498,-0.8930315,-3.084005,-1.861581364
"Colsaerts, Nicolas",0,0,11,0,0,0,30,14,-0.086436429,0.426945,-0.991760714,-0.18074,-0.745555714,-1.862449667
"Barjon, Paul",0,0,13,0,0,0,30,23,-0.274488261,-0.849691304,-0.496217826,-0.143842609,-1.489751739,-1.892162
"Brehm, Ryan",0,0,14,0,0,0,37,27,-0.06783963,-0.469656296,-0.831847407,-0.164541111,-1.466044815,-1.906558108
"Rusch, Benjamin",0,0,10,0,0,0,30,12,0.809534167,-0.243239167,-0.4970075,-0.946946667,-1.687193333,-1.913415
"Korhonen, Mikko",#N/A,#N/A,4,0,0,0,12,6,-0.569828333,0.311518333,-1.074128333,0.236283333,-0.526326667,-1.918925
"Teater, Josh",0,0,14,0,0,0,33,20,-1.1350395,0.180588,-0.5390505,-0.404965,-0.7634275,-1.96978303
"Snedeker, Brandt",0,0,15,0,0,0,37,32,-0.251001562,-0.245865625,-0.925101875,-0.609901875,-1.780869375,-1.972237568
"Goth-Rasmussen, Jonathan",#N/A,#N/A,13,1,0,0,39,6,-0.903368333,-0.521955,0.220948333,0.441556667,0.14055,-1.978856154
"Wilson, Oliver",0,0,11,0,0,0,32,12,0.127525,-0.424438333,-1.370458333,-0.59653,-2.391426667,-2.016529063
"Mitchell, Malcolm",0,0,15,0,0,0,50,0,-9999,-9999,-9999,-9999,-9999,-2.0213916
"Long, Hurly",0,0,12,0,0,0,33,16,-0.352430625,-0.212409375,-1.22855125,-0.526348125,-1.96730875,-2.026623636
"Celli, Filippo",0,0,12,0,0,0,36,15,-0.345686667,-0.067189333,-0.565482667,-0.035412,-0.668084,-2.037196111
"Figueiredo, Pedro",#N/A,#N/A,9,0,0,0,24,10,0.340855,-0.461099,0.169524,-0.793864,-1.085439,-2.075788333
"Kofstad, Espen",0,0,14,0,0,0,40,14,-1.620755714,-0.355845,-0.429597143,-0.116954286,-0.902396429,-2.084288
"Van Zyl, Jaco",0,0,15,0,0,0,51,0,-9999,-9999,-9999,-9999,-9999,-2.091310392
"Enoch, Rhys",#N/A,#N/A,13,1,0,0,38,3,1.383406667,-1.18561,-1.967693333,-2.590116667,-5.74342,-2.160148684
"Enefer, Will",0,0,16,0,0,0,44,12,-1.219370833,-0.826945,-0.816985,-0.037014167,-1.680944167,-2.168959545
"Hanna, Chase",0,0,18,0,0,0,45,14,0.38258,-0.397807857,-1.077099286,-0.848045,-2.322952143,-2.234008889
"Kisner, Kevin",0,0,12,0,0,0,31,26,-0.024484231,-0.55825,-0.668097308,-0.836606538,-2.062953846,-2.258974839
"Gutschewski, Scott",0,0,11,0,0,0,27,18,-0.857286111,-0.072815,-0.832615556,-0.183138889,-1.088569444,-2.267903333
"Gribble, Cody",#N/A,#N/A,8,0,0,0,20,6,-0.306418333,-0.528561667,-1.974873333,-0.294346667,-2.797781667,-2.292668
"Chen, Guxin",0,0,15,0,0,0,35,10,-0.594618,-0.441811,-1.375654,-0.612792,-2.430257,-2.307922
"Erickson, Dan",0,0,8,0,0,0,21,0,-9999,-9999,-9999,-9999,-9999,-2.310892857
"Holmes, J.B.",#N/A,#N/A,7,0,0,0,15,11,-0.571206364,0.065127273,-0.749001818,-0.872235455,-1.55611,-2.317782667
"Kjeldsen, Soren",0,0,15,0,0,0,39,18,-0.074245556,-0.248583889,0.050655,-0.998726111,-1.196655,-2.33662641
"Johnson, Chase",#N/A,#N/A,4,0,0,0,10,6,-0.643678333,0.380995,-1.519493333,-0.15127,-1.289768333,-2.373515
"Mostert, Dylan",0,0,19,0,0,0,54,0,-9999,-9999,-9999,-9999,-9999,-2.402687037
"Taylor, Ben",0,0,14,0,0,0,31,28,-0.352551429,-0.039493571,-1.049564643,-1.038913929,-2.127972143,-2.426631935
"Walker, Jimmy",#N/A,#N/A,6,0,0,0,14,10,-1.061805,-0.813202,-0.492747,-0.727371,-2.03332,-2.426987143
"Swafford, Hudson",0,0,10,0,0,0,32,0,-9999,-9999,-9999,-9999,-9999,-2.469255
"Pereda, Raul",0,0,14,0,0,0,35,18,0.045369444,-0.513215,-1.053021111,-1.313877778,-2.880113889,-2.476616571
"Wiebe, Gunner",0,0,14,0,0,0,35,16,-0.426103125,-1.103808125,-0.306425,-0.38924,-1.799473125,-2.539766571
"Windred, Blake",#N/A,#N/A,4,0,0,0,12,0,-9999,-9999,-9999,-9999,-9999,-2.584929167
"Berry, Joshua",0,0,16,0,0,0,41,6,-1.726725,-0.862516667,-0.79682,-0.552643333,-2.21198,-2.653469756
"Lind, Soren Broholt",0,0,11,0,0,0,28,8,-0.273535,-0.23337125,-1.600205,-0.857675,-2.69125125,-2.654723571
"Hale Jr, Blaine",0,0,11,0,0,0,23,14,-0.422279286,-1.307212143,-0.334317143,-0.998359286,-2.639888571,-2.74353087
"Karmis, Peter",0,0,13,0,0,0,34,0,-9999,-9999,-9999,-9999,-9999,-2.823875882
"Ruuska, Lauri",#N/A,#N/A,12,0,0,0,31,10,0.091642,-0.259312,-0.607095,-0.469823,-1.33623,-2.836312903
"Gallacher, Stephen",0,0,11,0,0,0,32,16,-0.520641875,-0.80371625,-0.872488125,-0.36264,-2.038844375,-2.864961562
"Manley, Stuart",0,0,14,0,0,0,34,12,-0.150790833,-0.7333,-1.378365833,-1.637861667,-3.7495275,-2.961577647
"Blomme, Adam",0,0,12,0,0,0,30,12,-0.4044275,-0.410748333,-1.552213333,-0.273959167,-2.236920833,-3.102644
"Lyras, John",#N/A,#N/A,6,0,0,0,16,0,-9999,-9999,-9999,-9999,-9999,-3.12724625
"Otto, Hennie",0,0,14,0,0,0,40,0,-9999,-9999,-9999,-9999,-9999,-3.13795375
"Power Horan, Tom",0,0,14,0,0,0,34,0,-9999,-9999,-9999,-9999,-9999,-3.245461471
"Karlsson, Anton",0,0,16,0,0,0,42,0,-9999,-9999,-9999,-9999,-9999,-3.297672857
"Watney, Nick",#N/A,#N/A,5,0,0,0,10,5,-0.167374,-0.755002,-1.630344,-1.02192,-3.407266,-3.352695
"Chouhan, Om Prakash",0,0,13,0,0,0,30,10,-1.433193,-0.127207,-2.548007,-0.716466,-3.39168,-3.363650667
"Blixt, Jonas",0,0,14,0,0,0,32,12,-0.2402225,-0.4945,-2.04943,-0.578213333,-3.122143333,-3.406255625
"Kim, Anthony",#N/A,#N/A,7,0,0,0,20,0,-9999,-9999,-9999,-9999,-9999,-4.766627
"Gavins, Daniel",#N/A,#N/A,6,0,0,0,13,11,0.18438,-0.061159091,-2.351316364,-3.411877273,-5.824352727,-5.556693846
